Date,Room Id,is_sold,Market Segment,Rate,LOS,Booking Date,DBA
2024-06-25,115,1,Offline TA/TO,145.0,2,2024-06-25,22.0
2024-06-25,116,1,Group,76.0,1,2024-06-25,84.0
2024-06-25,117,1,Offline TA/TO,107.0,5,2024-06-23,24.0
2024-06-25,118,1,Offline TA/TO,83.0,1,2024-06-25,15.0
2024-06-25,119,1,Offline TA/TO,133.0,5,2024-06-21,6.0
2024-06-25,120,1,Transient,211.0,4,2024-06-22,9.0
2024-06-25,121,1,Transient,99.0,3,2024-06-24,34.0
2024-06-25,122,1,Group,131.0,5,2024-06-21,65.0
2024-06-25,123,1,Corporate,103.0,5,2024-06-23,88.0
2024-06-25,124,1,Retail,123.0,5,2024-06-24,20.0
2024-06-25,125,1,Transient,101.0,2,2024-06-25,13.0
2024-06-25,126,0,,0.0,0,,
2024-06-25,127,1,Offline TA/TO,86.0,3,2024-06-24,49.0
2024-06-25,128,1,Online TA,153.0,1,2024-06-25,61.0
2024-06-25,129,1,Corporate,74.0,5,2024-06-24,0.0
2024-06-25,130,1,Offline TA/TO,128.0,5,2024-06-23,85.0
2024-06-26,101,1,Transient,31.0,5,2024-06-25,64.0
2024-06-26,102,1,Online TA,83.0,5,2024-06-23,83.0
2024-06-26,103,1,Corporate,42.0,5,2024-06-25,39.0
2024-06-26,104,1,Corporate,58.0,5,2024-06-26,75.0
2024-06-26,105,0,,0.0,0,,
2024-06-26,106,0,,0.0,0,,
2024-06-26,107,1,Online TA,75.0,4,2024-06-26,89.0
2024-06-26,108,0,,0.0,0,,
2024-06-26,109,0,,0.0,0,,
2024-06-26,110,1,Corporate,62.0,5,2024-06-26,33.0
2024-06-26,111,1,Transient,138.0,5,2024-06-25,56.0
2024-06-26,112,1,Transient,52.0,4,2024-06-24,80.0
2024-06-26,113,1,Offline TA/TO,92.0,5,2024-06-25,29.0
2024-06-26,114,1,Offline TA/TO,71.0,1,2024-06-26,55.0
2024-06-26,115,1,Offline TA/TO,145.0,2,2024-06-25,21.0
2024-06-26,116,1,Group,125.0,3,2024-06-26,3.0
2024-06-26,117,1,Offline TA/TO,107.0,5,2024-06-23,23.0
2024-06-26,118,1,Online TA,70.0,4,2024-06-26,29.0
2024-06-26,119,1,Online TA,116.0,5,2024-06-26,32.0
2024-06-26,120,1,Corporate,58.0,5,2024-06-26,3.0
2024-06-26,121,1,Transient,99.0,3,2024-06-24,33.0
2024-06-26,122,1,Corporate,103.0,5,2024-06-26,57.0
2024-06-26,123,1,Corporate,103.0,5,2024-06-23,87.0
2024-06-26,124,1,Retail,123.0,5,2024-06-24,19.0
2024-06-26,125,1,Transient,101.0,2,2024-06-25,12.0
2024-06-26,126,0,,0.0,0,,
2024-06-26,127,1,Offline TA/TO,86.0,3,2024-06-24,48.0
2024-06-26,128,1,Retail,146.0,2,2024-06-26,54.0
2024-06-26,129,1,Corporate,74.0,5,2024-06-24,-1.0
2024-06-26,130,1,Offline TA/TO,128.0,5,2024-06-23,84.0
2024-06-27,101,1,Transient,31.0,5,2024-06-25,63.0
2024-06-27,102,1,Online TA,83.0,5,2024-06-23,82.0
2024-06-27,103,1,Corporate,42.0,5,2024-06-25,38.0
2024-06-27,104,1,Corporate,58.0,5,2024-06-26,74.0
2024-06-27,105,0,,0.0,0,,
2024-06-27,106,1,Group,67.0,3,2024-06-27,53.0
2024-06-27,107,1,Online TA,75.0,4,2024-06-26,88.0
2024-06-27,108,1,Retail,116.0,2,2024-06-27,47.0
2024-06-27,109,1,Group,128.0,2,2024-06-27,79.0
2024-06-27,110,1,Corporate,62.0,5,2024-06-26,32.0
2024-06-27,111,1,Transient,138.0,5,2024-06-25,55.0
2024-06-27,112,1,Transient,52.0,4,2024-06-24,79.0
2024-06-27,113,1,Offline TA/TO,92.0,5,2024-06-25,28.0
2024-06-27,114,1,Online TA,92.0,4,2024-06-27,45.0
2024-06-27,115,1,Retail,150.0,3,2024-06-27,3.0
2024-06-27,116,1,Group,125.0,3,2024-06-26,2.0
2024-06-27,117,1,Offline TA/TO,107.0,5,2024-06-23,22.0
2024-06-27,118,1,Online TA,70.0,4,2024-06-26,28.0
2024-06-27,119,1,Online TA,116.0,5,2024-06-26,31.0
2024-06-27,120,1,Corporate,58.0,5,2024-06-26,2.0
2024-06-27,121,1,Corporate,87.0,2,2024-06-27,23.0
2024-06-27,122,1,Corporate,103.0,5,2024-06-26,56.0
2024-06-27,123,1,Corporate,103.0,5,2024-06-23,86.0
2024-06-27,124,1,Retail,123.0,5,2024-06-24,18.0
2024-06-27,125,0,,0.0,0,,
2024-06-27,126,1,Corporate,87.0,2,2024-06-27,70.0
2024-06-27,127,1,Transient,53.0,4,2024-06-27,28.0
2024-06-27,128,1,Retail,146.0,2,2024-06-26,53.0
2024-06-27,129,1,Corporate,74.0,5,2024-06-24,-2.0
2024-06-27,130,1,Offline TA/TO,128.0,5,2024-06-23,83.0
2024-06-28,101,1,Transient,31.0,5,2024-06-25,62.0
2024-06-28,102,1,Offline TA/TO,81.0,3,2024-06-28,6.0
2024-06-28,103,1,Corporate,42.0,5,2024-06-25,37.0
2024-06-28,104,1,Corporate,58.0,5,2024-06-26,73.0
2024-06-28,105,1,Group,106.0,4,2024-06-28,7.0
2024-06-28,106,1,Group,67.0,3,2024-06-27,52.0
2024-06-28,107,1,Online TA,75.0,4,2024-06-26,87.0
2024-06-28,108,1,Retail,116.0,2,2024-06-27,46.0
2024-06-28,109,1,Group,128.0,2,2024-06-27,78.0
2024-06-28,110,1,Corporate,62.0,5,2024-06-26,31.0
2024-06-28,111,1,Transient,138.0,5,2024-06-25,54.0
2024-06-28,112,1,Retail,181.0,1,2024-06-28,41.0
2024-06-28,113,1,Offline TA/TO,92.0,5,2024-06-25,27.0
2024-06-28,114,1,Online TA,92.0,4,2024-06-27,44.0
2024-06-28,115,1,Retail,150.0,3,2024-06-27,2.0
2024-06-28,116,1,Group,125.0,3,2024-06-26,1.0
2024-06-28,117,1,Group,108.0,1,2024-06-28,70.0
2024-06-28,118,1,Online TA,70.0,4,2024-06-26,27.0
2024-06-28,119,1,Online TA,116.0,5,2024-06-26,30.0
2024-06-28,120,1,Corporate,58.0,5,2024-06-26,1.0
2024-06-28,121,1,Corporate,87.0,2,2024-06-27,22.0
2024-06-28,122,1,Corporate,103.0,5,2024-06-26,55.0
2024-06-28,123,1,Corporate,77.0,3,2024-06-28,27.0
2024-06-28,124,1,Retail,123.0,5,2024-06-24,17.0
2024-06-28,125,1,Corporate,128.0,1,2024-06-28,43.0
2024-06-28,126,1,Corporate,87.0,2,2024-06-27,69.0
2024-06-28,127,1,Transient,53.0,4,2024-06-27,27.0
2024-06-28,128,0,,0.0,0,,
2024-06-28,129,1,Corporate,74.0,5,2024-06-24,-3.0
2024-06-28,130,0,,0.0,0,,
2024-06-29,101,1,Transient,31.0,5,2024-06-25,61.0
2024-06-29,102,1,Offline TA/TO,81.0,3,2024-06-28,5.0
2024-06-29,103,1,Corporate,42.0,5,2024-06-25,36.0
2024-06-29,104,1,Corporate,58.0,5,2024-06-26,72.0
2024-06-29,105,1,Group,106.0,4,2024-06-28,6.0
2024-06-29,106,1,Group,67.0,3,2024-06-27,51.0
2024-06-29,107,1,Online TA,75.0,4,2024-06-26,86.0
2024-06-29,108,0,,0.0,0,,
2024-06-29,109,1,Corporate,100.0,5,2024-06-29,78.0
2024-06-29,110,1,Corporate,62.0,5,2024-06-26,30.0
2024-06-29,111,1,Transient,138.0,5,2024-06-25,53.0
2024-06-29,112,1,Retail,130.0,5,2024-06-29,46.0
2024-06-29,113,1,Offline TA/TO,92.0,5,2024-06-25,26.0
2024-06-29,114,1,Online TA,92.0,4,2024-06-27,43.0
2024-06-29,115,1,Retail,150.0,3,2024-06-27,1.0
2024-06-29,116,1,Online TA,115.0,1,2024-06-29,82.0
2024-06-29,117,1,Transient,103.0,2,2024-06-29,81.0
2024-06-29,118,1,Online TA,70.0,4,2024-06-26,26.0
2024-06-29,119,1,Online TA,116.0,5,2024-06-26,29.0
2024-06-29,120,1,Corporate,58.0,5,2024-06-26,0.0
2024-06-29,121,1,Offline TA/TO,111.0,5,2024-06-29,59.0
2024-06-29,122,1,Corporate,103.0,5,2024-06-26,54.0
2024-06-29,123,1,Corporate,77.0,3,2024-06-28,26.0
2024-06-29,124,0,,0.0,0,,
2024-06-29,125,1,Corporate,55.0,3,2024-06-29,53.0
2024-06-29,126,1,Offline TA/TO,54.0,4,2024-06-29,0.0
2024-06-29,127,1,Transient,53.0,4,2024-06-27,26.0
2024-06-29,128,1,Transient,52.0,2,2024-06-29,9.0
2024-06-29,129,1,Corporate,99.0,5,2024-06-29,8.0
2024-06-29,130,1,Online TA,160.0,2,2024-06-29,78.0
2024-06-30,101,1,Corporate,94.0,3,2024-06-30,88.0
2024-06-30,102,1,Offline TA/TO,81.0,3,2024-06-28,4.0
2024-06-30,103,1,Offline TA/TO,131.0,2,2024-06-30,11.0
2024-06-30,104,1,Corporate,58.0,5,2024-06-26,71.0
2024-06-30,105,1,Group,106.0,4,2024-06-28,5.0
2024-06-30,106,0,,0.0,0,,
2024-06-30,107,1,Corporate,74.0,3,2024-06-30,45.0
2024-06-30,108,1,Group,111.0,4,2024-06-30,78.0
2024-06-30,109,1,Corporate,100.0,5,2024-06-29,77.0
2024-06-30,110,1,Corporate,62.0,5,2024-06-26,29.0
2024-06-30,111,1,Retail,133.0,1,2024-06-30,59.0
2024-06-30,112,1,Retail,130.0,5,2024-06-29,45.0
2024-06-30,113,1,Transient,78.0,2,2024-06-30,38.0
2024-06-30,114,1,Online TA,92.0,4,2024-06-27,42.0
2024-06-30,115,0,,0.0,0,,
2024-06-30,116,0,,0.0,0,,
2024-06-30,117,1,Transient,103.0,2,2024-06-29,80.0
2024-06-30,118,1,Group,89.0,5,2024-06-30,26.0
2024-06-30,119,1,Online TA,116.0,5,2024-06-26,28.0
2024-06-30,120,1,Corporate,58.0,5,2024-06-26,-1.0
2024-06-30,121,1,Offline TA/TO,111.0,5,2024-06-29,58.0
2024-06-30,122,1,Corporate,103.0,5,2024-06-26,53.0
2024-06-30,123,1,Corporate,77.0,3,2024-06-28,25.0
2024-06-30,124,1,Offline TA/TO,129.0,5,2024-06-30,62.0
2024-06-30,125,1,Corporate,55.0,3,2024-06-29,52.0
2024-06-30,126,1,Offline TA/TO,54.0,4,2024-06-29,-1.0
2024-06-30,127,1,Transient,53.0,4,2024-06-27,25.0
2024-06-30,128,1,Transient,52.0,2,2024-06-29,8.0
2024-06-30,129,1,Corporate,99.0,5,2024-06-29,7.0
2024-06-30,130,1,Online TA,160.0,2,2024-06-29,77.0
2024-07-01,101,1,Corporate,94.0,3,2024-06-30,87.0
2024-07-01,102,1,Retail,119.0,1,2024-07-01,54.0
2024-07-01,103,1,Offline TA/TO,131.0,2,2024-06-30,10.0
2024-07-01,104,1,Offline TA/TO,82.0,5,2024-07-01,6.0
2024-07-01,105,1,Group,106.0,4,2024-06-28,4.0
2024-07-01,106,0,,0.0,0,,
2024-07-01,107,1,Corporate,74.0,3,2024-06-30,44.0
2024-07-01,108,1,Group,111.0,4,2024-06-30,77.0
2024-07-01,109,1,Corporate,100.0,5,2024-06-29,76.0
2024-07-01,110,0,,0.0,0,,
2024-07-01,111,1,Corporate,70.0,2,2024-07-01,22.0
2024-07-01,112,1,Retail,130.0,5,2024-06-29,44.0
2024-07-01,113,1,Transient,78.0,2,2024-06-30,37.0
2024-07-01,114,1,Transient,121.0,5,2024-07-01,51.0
2024-07-01,115,1,Online TA,152.0,3,2024-07-01,57.0
2024-07-01,116,0,,0.0,0,,
2024-07-01,117,1,Group,73.0,2,2024-07-01,86.0
2024-07-01,118,1,Group,89.0,5,2024-06-30,25.0
2024-07-01,119,1,Retail,165.0,4,2024-07-01,25.0
2024-07-01,120,1,Corporate,94.0,4,2024-07-01,79.0
2024-07-01,121,1,Offline TA/TO,111.0,5,2024-06-29,57.0
2024-07-01,122,1,Transient,129.0,5,2024-07-01,54.0
2024-07-01,123,0,,0.0,0,,
2024-07-01,124,1,Offline TA/TO,129.0,5,2024-06-30,61.0
2024-07-01,125,1,Corporate,55.0,3,2024-06-29,51.0
2024-07-01,126,1,Offline TA/TO,54.0,4,2024-06-29,-2.0
2024-07-01,127,1,Offline TA/TO,59.0,5,2024-07-01,61.0
2024-07-01,128,1,Group,67.0,2,2024-07-01,4.0
2024-07-01,129,1,Corporate,99.0,5,2024-06-29,6.0
2024-07-01,130,0,,0.0,0,,
2024-07-02,101,1,Corporate,94.0,3,2024-06-30,86.0
2024-07-02,102,1,Retail,118.0,3,2024-07-02,41.0
2024-07-02,103,0,,0.0,0,,
2024-07-02,104,1,Offline TA/TO,82.0,5,2024-07-01,5.0
2024-07-02,105,1,Online TA,59.0,3,2024-07-02,84.0
2024-07-02,106,1,Corporate,59.0,3,2024-07-02,23.0
2024-07-02,107,1,Corporate,74.0,3,2024-06-30,43.0
2024-07-02,108,1,Group,111.0,4,2024-06-30,76.0
2024-07-02,109,1,Corporate,100.0,5,2024-06-29,75.0
2024-07-02,110,0,,0.0,0,,
2024-07-02,111,1,Corporate,70.0,2,2024-07-01,21.0
2024-07-02,112,1,Retail,130.0,5,2024-06-29,43.0
2024-07-02,113,1,Offline TA/TO,86.0,3,2024-07-02,75.0
2024-07-02,114,1,Transient,121.0,5,2024-07-01,50.0
2024-07-02,115,1,Online TA,152.0,3,2024-07-01,56.0
2024-07-02,116,1,Corporate,85.0,5,2024-07-02,90.0
2024-07-02,117,1,Group,73.0,2,2024-07-01,85.0
2024-07-02,118,1,Group,89.0,5,2024-06-30,24.0
2024-07-02,119,1,Retail,165.0,4,2024-07-01,24.0
2024-07-02,120,1,Corporate,94.0,4,2024-07-01,78.0
2024-07-02,121,1,Offline TA/TO,111.0,5,2024-06-29,56.0
2024-07-02,122,1,Transient,129.0,5,2024-07-01,53.0
2024-07-02,123,1,Retail,141.0,5,2024-07-02,45.0
2024-07-02,124,1,Offline TA/TO,129.0,5,2024-06-30,60.0
2024-07-02,125,1,Offline TA/TO,64.0,4,2024-07-02,41.0
2024-07-02,126,1,Offline TA/TO,54.0,4,2024-06-29,-3.0
2024-07-02,127,1,Offline TA/TO,59.0,5,2024-07-01,60.0
2024-07-02,128,1,Group,67.0,2,2024-07-01,3.0
2024-07-02,129,1,Corporate,99.0,5,2024-06-29,5.0
2024-07-02,130,1,Retail,174.0,4,2024-07-02,55.0
2024-07-03,101,1,Group,61.0,2,2024-07-03,7.0
2024-07-03,102,1,Retail,118.0,3,2024-07-02,40.0
2024-07-03,103,1,Group,71.0,4,2024-07-03,33.0
2024-07-03,104,1,Offline TA/TO,82.0,5,2024-07-01,4.0
2024-07-03,105,1,Online TA,59.0,3,2024-07-02,83.0
2024-07-03,106,1,Corporate,59.0,3,2024-07-02,22.0
2024-07-03,107,1,Corporate,54.0,1,2024-07-03,15.0
2024-07-03,108,1,Group,111.0,4,2024-06-30,75.0
2024-07-03,109,1,Corporate,100.0,5,2024-06-29,74.0
2024-07-03,110,1,Retail,123.0,4,2024-07-03,76.0
2024-07-03,111,1,Retail,213.0,3,2024-07-03,33.0
2024-07-03,112,1,Retail,130.0,5,2024-06-29,42.0
2024-07-03,113,1,Offline TA/TO,86.0,3,2024-07-02,74.0
2024-07-03,114,1,Transient,121.0,5,2024-07-01,49.0
2024-07-03,115,1,Online TA,152.0,3,2024-07-01,55.0
2024-07-03,116,1,Corporate,85.0,5,2024-07-02,89.0
2024-07-03,117,1,Offline TA/TO,130.0,3,2024-07-03,70.0
2024-07-03,118,1,Group,89.0,5,2024-06-30,23.0
2024-07-03,119,1,Retail,165.0,4,2024-07-01,23.0
2024-07-03,120,1,Corporate,94.0,4,2024-07-01,77.0
2024-07-03,121,1,Offline TA/TO,111.0,5,2024-06-29,55.0
2024-07-03,122,1,Transient,129.0,5,2024-07-01,52.0
2024-07-03,123,1,Retail,141.0,5,2024-07-02,44.0
2024-07-03,124,1,Offline TA/TO,129.0,5,2024-06-30,59.0
2024-07-03,125,1,Offline TA/TO,64.0,4,2024-07-02,40.0
2024-07-03,126,1,Transient,113.0,1,2024-07-03,47.0
2024-07-03,127,1,Offline TA/TO,59.0,5,2024-07-01,59.0
2024-07-03,128,0,,0.0,0,,
2024-07-03,129,1,Corporate,99.0,5,2024-06-29,4.0
2024-07-03,130,1,Retail,174.0,4,2024-07-02,54.0
2024-07-04,101,1,Group,61.0,2,2024-07-03,6.0
2024-07-04,102,1,Retail,118.0,3,2024-07-02,39.0
2024-07-04,103,1,Group,71.0,4,2024-07-03,32.0
2024-07-04,104,1,Offline TA/TO,82.0,5,2024-07-01,3.0
2024-07-04,105,1,Online TA,59.0,3,2024-07-02,82.0
2024-07-04,106,1,Corporate,59.0,3,2024-07-02,21.0
2024-07-04,107,1,Group,117.0,5,2024-07-04,11.0
2024-07-04,108,1,Group,87.0,3,2024-07-04,48.0
2024-07-04,109,1,Retail,136.0,4,2024-07-04,24.0
2024-07-04,110,1,Retail,123.0,4,2024-07-03,75.0
2024-07-04,111,1,Retail,213.0,3,2024-07-03,32.0
2024-07-04,112,1,Online TA,183.0,1,2024-07-04,44.0
2024-07-04,113,1,Offline TA/TO,86.0,3,2024-07-02,73.0
2024-07-04,114,1,Transient,121.0,5,2024-07-01,48.0
2024-07-04,115,0,,0.0,0,,
2024-07-04,116,1,Corporate,85.0,5,2024-07-02,88.0
2024-07-04,117,1,Offline TA/TO,130.0,3,2024-07-03,69.0
2024-07-04,118,1,Group,89.0,5,2024-06-30,22.0
2024-07-04,119,1,Retail,165.0,4,2024-07-01,22.0
2024-07-04,120,1,Corporate,94.0,4,2024-07-01,76.0
2024-07-04,121,1,Retail,78.0,3,2024-07-04,74.0
2024-07-04,122,1,Transient,129.0,5,2024-07-01,51.0
2024-07-04,123,1,Retail,141.0,5,2024-07-02,43.0
2024-07-04,124,1,Offline TA/TO,129.0,5,2024-06-30,58.0
2024-07-04,125,1,Offline TA/TO,64.0,4,2024-07-02,39.0
2024-07-04,126,0,,0.0,0,,
2024-07-04,127,1,Offline TA/TO,59.0,5,2024-07-01,58.0
2024-07-04,128,1,Online TA,179.0,5,2024-07-04,38.0
2024-07-04,129,0,,0.0,0,,
2024-07-04,130,1,Retail,174.0,4,2024-07-02,53.0
2024-07-05,101,1,Corporate,52.0,1,2024-07-05,9.0
2024-07-05,102,1,Online TA,99.0,4,2024-07-05,40.0
2024-07-05,103,1,Group,71.0,4,2024-07-03,31.0
2024-07-05,104,1,Offline TA/TO,82.0,5,2024-07-01,2.0
2024-07-05,105,1,Corporate,62.0,5,2024-07-05,48.0
2024-07-05,106,1,Offline TA/TO,119.0,5,2024-07-05,17.0
2024-07-05,107,1,Group,117.0,5,2024-07-04,10.0
2024-07-05,108,1,Group,87.0,3,2024-07-04,47.0
2024-07-05,109,1,Retail,136.0,4,2024-07-04,23.0
2024-07-05,110,1,Retail,123.0,4,2024-07-03,74.0
2024-07-05,111,1,Retail,213.0,3,2024-07-03,31.0
2024-07-05,112,1,Offline TA/TO,62.0,5,2024-07-05,24.0
2024-07-05,113,1,Retail,86.0,1,2024-07-05,26.0
2024-07-05,114,1,Transient,121.0,5,2024-07-01,47.0
2024-07-05,115,1,Transient,100.0,4,2024-07-05,84.0
2024-07-05,116,1,Corporate,85.0,5,2024-07-02,87.0
2024-07-05,117,1,Offline TA/TO,130.0,3,2024-07-03,68.0
2024-07-05,118,1,Online TA,193.0,3,2024-07-05,43.0
2024-07-05,119,1,Online TA,98.0,1,2024-07-05,22.0
2024-07-05,120,0,,0.0,0,,
2024-07-05,121,1,Retail,78.0,3,2024-07-04,73.0
2024-07-05,122,1,Transient,129.0,5,2024-07-01,50.0
2024-07-05,123,1,Retail,141.0,5,2024-07-02,42.0
2024-07-05,124,0,,0.0,0,,
2024-07-05,125,1,Offline TA/TO,64.0,4,2024-07-02,38.0
2024-07-05,126,1,Transient,66.0,1,2024-07-05,69.0
2024-07-05,127,1,Offline TA/TO,59.0,5,2024-07-01,57.0
2024-07-05,128,1,Online TA,179.0,5,2024-07-04,37.0
2024-07-05,129,0,,0.0,0,,
2024-07-05,130,1,Retail,174.0,4,2024-07-02,52.0
2024-07-06,101,0,,0.0,0,,
2024-07-06,102,1,Online TA,99.0,4,2024-07-05,39.0
2024-07-06,103,1,Group,71.0,4,2024-07-03,30.0
2024-07-06,104,1,Online TA,53.0,5,2024-07-06,53.0
2024-07-06,105,1,Corporate,62.0,5,2024-07-05,47.0
2024-07-06,106,1,Offline TA/TO,119.0,5,2024-07-05,16.0
2024-07-06,107,1,Group,117.0,5,2024-07-04,9.0
2024-07-06,108,1,Group,87.0,3,2024-07-04,46.0
2024-07-06,109,1,Retail,136.0,4,2024-07-04,22.0
2024-07-06,110,1,Retail,123.0,4,2024-07-03,73.0
2024-07-06,111,1,Online TA,163.0,5,2024-07-06,73.0
2024-07-06,112,1,Offline TA/TO,62.0,5,2024-07-05,23.0
2024-07-06,113,1,Transient,101.0,2,2024-07-06,9.0
2024-07-06,114,1,Corporate,58.0,4,2024-07-06,6.0
2024-07-06,115,1,Transient,100.0,4,2024-07-05,83.0
2024-07-06,116,1,Corporate,85.0,5,2024-07-02,86.0
2024-07-06,117,0,,0.0,0,,
2024-07-06,118,1,Online TA,193.0,3,2024-07-05,42.0
2024-07-06,119,1,Corporate,69.0,1,2024-07-06,42.0
2024-07-06,120,1,Group,88.0,1,2024-07-06,13.0
2024-07-06,121,1,Retail,78.0,3,2024-07-04,72.0
2024-07-06,122,0,,0.0,0,,
2024-07-06,123,1,Retail,141.0,5,2024-07-02,41.0
2024-07-06,124,0,,0.0,0,,
2024-07-06,125,1,Corporate,72.0,3,2024-07-06,58.0
2024-07-06,126,1,Retail,68.0,4,2024-07-06,68.0
2024-07-06,127,1,Offline TA/TO,140.0,2,2024-07-06,12.0
2024-07-06,128,1,Online TA,179.0,5,2024-07-04,36.0
2024-07-06,129,1,Group,94.0,2,2024-07-06,18.0
2024-07-06,130,1,Transient,62.0,5,2024-07-06,88.0
2024-07-07,101,1,Group,86.0,1,2024-07-07,43.0
2024-07-07,102,1,Online TA,99.0,4,2024-07-05,38.0
2024-07-07,103,0,,0.0,0,,
2024-07-07,104,1,Online TA,53.0,5,2024-07-06,52.0
2024-07-07,105,1,Corporate,62.0,5,2024-07-05,46.0
2024-07-07,106,1,Offline TA/TO,119.0,5,2024-07-05,15.0
2024-07-07,107,1,Group,117.0,5,2024-07-04,8.0
2024-07-07,108,0,,0.0,0,,
2024-07-07,109,1,Retail,136.0,4,2024-07-04,21.0
2024-07-07,110,0,,0.0,0,,
2024-07-07,111,1,Online TA,163.0,5,2024-07-06,72.0
2024-07-07,112,1,Offline TA/TO,62.0,5,2024-07-05,22.0
2024-07-07,113,1,Transient,101.0,2,2024-07-06,8.0
2024-07-07,114,1,Corporate,58.0,4,2024-07-06,5.0
2024-07-07,115,1,Transient,100.0,4,2024-07-05,82.0
2024-07-07,116,1,Retail,109.0,3,2024-07-07,65.0
2024-07-07,117,1,Offline TA/TO,74.0,4,2024-07-07,43.0
2024-07-07,118,1,Online TA,193.0,3,2024-07-05,41.0
2024-07-07,119,0,,0.0,0,,
2024-07-07,120,1,Group,136.0,2,2024-07-07,83.0
2024-07-07,121,1,Offline TA/TO,94.0,2,2024-07-07,72.0
2024-07-07,122,1,Offline TA/TO,83.0,2,2024-07-07,6.0
2024-07-07,123,1,Offline TA/TO,95.0,5,2024-07-07,8.0
2024-07-07,124,1,Retail,140.0,4,2024-07-07,2.0
2024-07-07,125,1,Corporate,72.0,3,2024-07-06,57.0
2024-07-07,126,1,Retail,68.0,4,2024-07-06,67.0
2024-07-07,127,1,Offline TA/TO,140.0,2,2024-07-06,11.0
2024-07-07,128,1,Online TA,179.0,5,2024-07-04,35.0
2024-07-07,129,1,Group,94.0,2,2024-07-06,17.0
2024-07-07,130,1,Transient,62.0,5,2024-07-06,87.0
2024-07-08,101,0,,0.0,0,,
2024-07-08,102,1,Online TA,99.0,4,2024-07-05,37.0
2024-07-08,103,1,Online TA,193.0,3,2024-07-08,10.0
2024-07-08,104,1,Online TA,53.0,5,2024-07-06,51.0
2024-07-08,105,1,Corporate,62.0,5,2024-07-05,45.0
2024-07-08,106,1,Offline TA/TO,119.0,5,2024-07-05,14.0
2024-07-08,107,1,Group,117.0,5,2024-07-04,7.0
2024-07-08,108,1,Offline TA/TO,77.0,2,2024-07-08,7.0
2024-07-08,109,0,,0.0,0,,
2024-07-08,110,1,Transient,62.0,2,2024-07-08,24.0
2024-07-08,111,1,Online TA,163.0,5,2024-07-06,71.0
2024-07-08,112,1,Offline TA/TO,62.0,5,2024-07-05,21.0
2024-07-08,113,1,Corporate,69.0,1,2024-07-08,81.0
2024-07-08,114,1,Corporate,58.0,4,2024-07-06,4.0
2024-07-08,115,1,Transient,100.0,4,2024-07-05,81.0
2024-07-08,116,1,Retail,109.0,3,2024-07-07,64.0
2024-07-08,117,1,Offline TA/TO,74.0,4,2024-07-07,42.0
2024-07-08,118,0,,0.0,0,,
2024-07-08,119,1,Offline TA/TO,69.0,4,2024-07-08,68.0
2024-07-08,120,1,Group,136.0,2,2024-07-07,82.0
2024-07-08,121,1,Offline TA/TO,94.0,2,2024-07-07,71.0
2024-07-08,122,1,Offline TA/TO,83.0,2,2024-07-07,5.0
2024-07-08,123,1,Offline TA/TO,95.0,5,2024-07-07,7.0
2024-07-08,124,1,Retail,140.0,4,2024-07-07,1.0
2024-07-08,125,1,Corporate,72.0,3,2024-07-06,56.0
2024-07-08,126,1,Retail,68.0,4,2024-07-06,66.0
2024-07-08,127,1,Transient,125.0,2,2024-07-08,79.0
2024-07-08,128,1,Online TA,179.0,5,2024-07-04,34.0
2024-07-08,129,0,,0.0,0,,
2024-07-08,130,1,Transient,62.0,5,2024-07-06,86.0
2024-07-09,101,1,Retail,164.0,2,2024-07-09,22.0
2024-07-09,102,1,Transient,139.0,1,2024-07-09,4.0
2024-07-09,103,1,Online TA,193.0,3,2024-07-08,9.0
2024-07-09,104,1,Online TA,53.0,5,2024-07-06,50.0
2024-07-09,105,1,Corporate,62.0,5,2024-07-05,44.0
2024-07-09,106,1,Offline TA/TO,119.0,5,2024-07-05,13.0
2024-07-09,107,1,Group,85.0,4,2024-07-09,28.0
2024-07-09,108,1,Offline TA/TO,77.0,2,2024-07-08,6.0
2024-07-09,109,0,,0.0,0,,
2024-07-09,110,1,Transient,62.0,2,2024-07-08,23.0
2024-07-09,111,1,Online TA,163.0,5,2024-07-06,70.0
2024-07-09,112,1,Offline TA/TO,62.0,5,2024-07-05,20.0
2024-07-09,113,1,Online TA,96.0,4,2024-07-09,2.0
2024-07-09,114,1,Corporate,58.0,4,2024-07-06,3.0
2024-07-09,115,1,Transient,96.0,4,2024-07-09,18.0
2024-07-09,116,1,Retail,109.0,3,2024-07-07,63.0
2024-07-09,117,1,Offline TA/TO,74.0,4,2024-07-07,41.0
2024-07-09,118,0,,0.0,0,,
2024-07-09,119,1,Offline TA/TO,69.0,4,2024-07-08,67.0
2024-07-09,120,1,Corporate,58.0,1,2024-07-09,15.0
2024-07-09,121,0,,0.0,0,,
2024-07-09,122,1,Transient,114.0,2,2024-07-09,69.0
2024-07-09,123,1,Offline TA/TO,95.0,5,2024-07-07,6.0
2024-07-09,124,1,Retail,140.0,4,2024-07-07,0.0
2024-07-09,125,0,,0.0,0,,
2024-07-09,126,1,Retail,68.0,4,2024-07-06,65.0
2024-07-09,127,1,Transient,125.0,2,2024-07-08,78.0
2024-07-09,128,1,Transient,184.0,4,2024-07-09,27.0
2024-07-09,129,1,Transient,140.0,3,2024-07-09,1.0
2024-07-09,130,1,Transient,62.0,5,2024-07-06,85.0
2024-07-10,101,1,Retail,164.0,2,2024-07-09,21.0
